Wall time,Step,Value
1731595175,1,0.464291677
1731595182,2,0.536500231
1731595190,3,0.584212945
1731595203,4,0.592181489
1731595228,5,0.661733851
1731595261,6,0.703052149
1731595274,7,0.727646337
1731595281,8,0.745157406
1731595288,9,0.795427904
1731595313,10,0.790410683
1731595342,11,0.828777657
1731595370,12,0.814709768
1731595401,13,0.845009849
1731595440,14,0.816677318
1731595467,15,0.869308875
1731595478,16,0.843239055
1731595486,17,0.816382155
1731595494,18,0.844517932
1731595501,19,0.828777657
1731595509,20,0.858290718
1731595523,21,0.856913433
1731595548,22,0.863898144
1731595570,23,0.833204613
1731595593,24,0.860651717
1731595617,25,0.866652713
1731595642,26,0.860651717
1731595670,27,0.868817017
1731595691,28,0.876293645
1731595705,29,0.867439733
1731595712,30,0.869899139
1731595720,31,0.880523846
1731595727,32,0.877670929
1731595734,33,0.892132328
1731595742,34,0.87688391
1731595750,35,0.882097886
1731595757,36,0.874227748
1731595765,37,0.893509552
1731595773,38,0.871866689
1731595780,39,0.88622968
1731595788,40,0.890263126
1731595795,41,0.898723528
1731595803,42,0.889476106
1731595811,43,0.892525837
1731595819,44,0.894493327
1731595827,45,0.911709294
1731595845,46,0.894493327
1731595868,47,0.910922275
1731595898,48,0.893509552
1731595924,49,0.90875797
1731595949,50,0.898821936
1731595977,51,0.898231671
1731596001,52,0.908266113
1731596028,53,0.90875797
1731596053,54,0.917021618
1731596075,55,0.91849731
1731596099,56,0.877080665
1731596123,57,0.922235594
1731596154,58,0.912988172
1731596187,59,0.921940491
1731596212,60,0.925186918
1731596233,61,0.9181038
1731596260,62,0.922137246
1731596289,63,0.907479093
1731596310,64,0.860454962
1731596338,65,0.930499241
1731596366,66,0.933844075
1731596393,67,0.902855382
1731596414,68,0.932565138
1731596441,69,0.932171628
1731596461,70,0.895870612
1731596487,71,0.924498246
1731596512,72,0.931483016
1731596531,73,0.921350226
1731596550,74,0.930302486
1731596565,75,0.92705606
1731596583,76,0.935713217
1731596611,77,0.938959644
1731596635,78,0.936598585
1731596660,79,0.915250823
1731596691,80,0.940238581
1731596709,81,0.930991158
1731596735,82,0.931187913
1731596755,83,0.93522136
1731596775,84,0.941222296
1731596804,85,0.941812561
1731596821,86,0.947124944
1731596848,87,0.927941427
1731596876,88,0.936992095
1731596898,89,0.940533683
1731596927,90,0.945058987
1731596945,91,0.952830777
1731596968,92,0.956372366
1731596992,93,0.945649252
1731597011,94,0.959618793
1731597034,95,0.94997786
1731597056,96,0.94417362
1731597079,97,0.952142165
1731597113,98,0.956765876
1731597131,99,0.952437267
1731597158,100,0.954699919
1731597178,101,0.953912899
1731597201,102,0.956667469
1731597230,103,0.944075272
1731597248,104,0.957257733
1731597271,105,0.936598585
1731597295,106,0.952634022
1731597318,107,0.953421042
1731597350,108,0.961094425
1731597368,109,0.958635018
1731597397,110,0.957847998
1731597419,111,0.94259958
1731597445,112,0.947223291
1731597470,113,0.952830777
1731597486,114,0.964734361
1731597512,115,0.962373302
1731597533,116,0.958438263
1731597556,117,0.964636014
1731597587,118,0.957651243
1731597605,119,0.946141169
1731597627,120,0.956273959
1731597649,121,0.962668464
1731597665,122,0.968571053
1731597691,123,0.958438263
1731597716,124,0.964242504
1731597738,125,0.962963567
1731597760,126,0.966013298
1731597779,127,0.96670191
1731597809,128,0.96670191
1731597835,129,0.970932112
1731597857,130,0.962668464
1731597887,131,0.956273959
1731597905,132,0.963160322
1731597935,133,0.968079195
1731597956,134,0.965029523
1731597980,135,0.964832768
1731598007,136,0.956765876
1731598026,137,0.968767807
1731598055,138,0.972604499
1731598080,139,0.970145092
1731598100,140,0.958044753
1731598128,141,0.962373302
1731598146,142,0.963848994
1731598169,143,0.963455484
1731598195,144,0.973785028
1731598215,145,0.963848994
1731598243,146,0.952830777
1731598263,147,0.970145092
1731598292,148,0.967685685
1731598316,149,0.964931116
1731598336,150,0.960996077
1731598364,151,0.975850925
1731598383,152,0.96906297
1731598409,153,0.960996077
1731598433,154,0.971030459
1731598451,155,0.971030459
1731598473,156,0.97063695
1731598494,157,0.973194764
1731598513,158,0.978802249
1731598542,159,0.974473701
1731598563,160,0.966209993
1731598597,161,0.973883436
1731598619,162,0.962963567
1731598641,163,0.968374298
1731598663,164,0.972604499
1731598682,165,0.974670455
1731598703,166,0.957454488
1731598728,167,0.973096416
1731598744,168,0.967685685
1731598772,169,0.971128867
1731598798,170,0.971719131
1731598824,171,0.980081127
1731598850,172,0.972309396
1731598870,173,0.969849989
1731598900,174,0.972801254
1731598918,175,0.933548913
1731598940,176,0.972506151
1731598962,177,0.969653234
1731598980,178,0.972604499
1731599003,179,0.973096416
1731599032,180,0.978507147
1731599055,181,0.978703902
1731599079,182,0.970932112
1731599098,183,0.975654171
1731599118,184,0.962471709
1731599145,185,0.963061974
1731599164,186,0.981851921
1731599189,187,0.980573044
1731599211,188,0.972309396
1731599233,189,0.974375293
1731599255,190,0.972702906
1731599276,191,0.973391519
1731599297,192,0.978605494
1731599326,193,0.977031455
1731599343,194,0.978802249
1731599368,195,0.980868146
1731599394,196,0.972014234
1731599414,197,0.979884372
1731599438,198,0.964144096
1731599457,199,0.979884372
1731599482,200,0.964734361
1731599512,201,0.97644119
1731599531,202,0.97801523
1731599557,203,0.973686681
1731599579,204,0.980573044
1731599604,205,0.974080191
1731599631,206,0.980179534
1731599647,207,0.975752578
