Wall time,Step,Value
1731595174.8101254,1,2.2834956645965576
1731595182.307573,2,2.0728960037231445
1731595190.0132053,3,1.9458404779434204
1731595203.3746612,4,1.8781789541244507
1731595228.1434386,5,1.8371429443359375
1731595260.7730694,6,1.8056509494781494
1731595273.5668657,7,1.785619854927063
1731595280.8036668,8,1.7633774280548096
1731595288.4837458,9,1.7519499063491821
1731595313.3315585,10,1.7391111850738525
1731595342.026273,11,1.7261595726013184
1731595370.3128214,12,1.7213255167007446
1731595401.0669894,13,1.7143813371658325
1731595439.8041453,14,1.702559471130371
1731595467.2821286,15,1.6998366117477417
1731595478.0737104,16,1.6919022798538208
1731595485.7983453,17,1.6899744272232056
1731595493.6119256,18,1.6942631006240845
1731595501.2793918,19,1.6790705919265747
1731595508.9563696,20,1.684313416481018
1731595522.8644245,21,1.6721022129058838
1731595548.474145,22,1.6769415140151978
1731595570.482182,23,1.673065423965454
1731595593.0998015,24,1.67200767993927
1731595616.861374,25,1.6652621030807495
1731595642.3563998,26,1.6639348268508911
1731595669.8969915,27,1.6648799180984497
1731595691.2292364,28,1.656675100326538
1731595705.1255264,29,1.662957787513733
1731595712.409124,30,1.6560230255126953
1731595719.6701362,31,1.6544400453567505
1731595726.9819868,32,1.6568999290466309
1731595734.4769478,33,1.6519694328308105
1731595742.067177,34,1.6468240022659302
1731595749.5210361,35,1.6460554599761963
1731595757.1729267,36,1.6528594493865967
1731595764.868296,37,1.644375205039978
1731595772.61838,38,1.6493589878082275
1731595780.1054718,39,1.6492550373077393
1731595787.566646,40,1.644365906715393
1731595795.4299154,41,1.6355646848678589
1731595803.3659947,42,1.6361795663833618
1731595811.0621643,43,1.6400175094604492
1731595818.8598323,44,1.656618595123291
1731595826.6515281,45,1.641719937324524
1731595844.890183,46,1.6357107162475586
1731595867.9265234,47,1.6310228109359741
1731595898.2934902,48,1.6369001865386963
1731595924.134366,49,1.6351163387298584
1731595949.474634,50,1.6340000629425049
1731595976.6604974,51,1.6364601850509644
1731596000.958844,52,1.6294916868209839
1731596027.6407475,53,1.629638433456421
1731596052.9867702,54,1.6284258365631104
1731596075.4584687,55,1.62933349609375
1731596098.910769,56,1.632200002670288
1731596123.2396243,57,1.6244540214538574
1731596153.656769,58,1.6225166320800781
1731596187.1894307,59,1.6342047452926636
1731596212.3060591,60,1.6370822191238403
1731596232.970712,61,1.622282862663269
1731596259.5931349,62,1.6198033094406128
1731596289.1508467,63,1.6199538707733154
1731596309.604421,64,1.6253738403320312
1731596337.9943278,65,1.6221600770950317
1731596366.362794,66,1.616510033607483
1731596393.4624887,67,1.6191486120224
1731596414.2564223,68,1.614776849746704
1731596441.031404,69,1.6133267879486084
1731596460.8075788,70,1.623216152191162
1731596486.5221803,71,1.6175111532211304
1731596512.4149885,72,1.6138477325439453
1731596531.451972,73,1.611857533454895
1731596550.3771112,74,1.610643744468689
1731596565.365603,75,1.612169623374939
1731596582.6527803,76,1.6117483377456665
1731596611.1180346,77,1.6116313934326172
1731596635.4053943,78,1.6134207248687744
1731596660.1569633,79,1.6113383769989014
1731596690.7204978,80,1.6084140539169312
1731596708.513576,81,1.6072473526000977
1731596734.762299,82,1.6133525371551514
1731596755.2831607,83,1.607511043548584
1731596774.7682843,84,1.6038541793823242
1731596803.6357439,85,1.613416075706482
1731596820.6349814,86,1.6029071807861328
1731596848.437542,87,1.6042835712432861
1731596876.048894,88,1.6085962057113647
1731596897.6603153,89,1.6126935482025146
1731596926.8525448,90,1.6042243242263794
1731596944.7666333,91,1.599190354347229
1731596967.6532679,92,1.5979925394058228
1731596991.568614,93,1.5968401432037354
1731597010.7678108,94,1.5955625772476196
1731597033.9251287,95,1.5974266529083252
1731597056.0339112,96,1.6092547178268433
1731597079.2316687,97,1.6019989252090454
1731597112.7049203,98,1.5961946249008179
1731597131.0471532,99,1.593515396118164
1731597157.5939593,100,1.5944865942001343
1731597178.3653564,101,1.5931174755096436
1731597201.3105717,102,1.6021437644958496
1731597229.811598,103,1.5986863374710083
1731597247.6858177,104,1.602483868598938
1731597271.1629422,105,1.59657883644104
1731597294.6789954,106,1.598604679107666
1731597318.0746965,107,1.5947364568710327
1731597349.87321,108,1.595719814300537
1731597367.790845,109,1.590415596961975
1731597397.4869335,110,1.5935367345809937
1731597418.5729034,111,1.5921329259872437
1731597445.0159693,112,1.6056663990020752
1731597470.1370978,113,1.5966527462005615
1731597486.210098,114,1.593227744102478
1731597512.189426,115,1.5869756937026978
1731597532.7889733,116,1.5897104740142822
1731597555.9304297,117,1.588119626045227
1731597587.341604,118,1.5934410095214844
1731597604.6448886,119,1.5963988304138184
1731597627.4754229,120,1.5976601839065552
1731597648.5875487,121,1.5922706127166748
1731597664.835398,122,1.5885467529296875
1731597691.1144693,123,1.5846807956695557
1731597716.3537831,124,1.5908700227737427
1731597737.7963655,125,1.591454267501831
1731597760.4435802,126,1.5926872491836548
1731597778.9078276,127,1.5878013372421265
1731597808.5060108,128,1.584761142730713
1731597835.1873994,129,1.588040828704834
1731597856.8228724,130,1.5913840532302856
1731597886.952117,131,1.5867218971252441
1731597904.8794467,132,1.5911757946014404
1731597935.1058002,133,1.5885213613510132
1731597955.9677792,134,1.5891547203063965
1731597979.812531,135,1.5882132053375244
1731598007.3141124,136,1.5916706323623657
1731598026.4880307,137,1.5835347175598145
1731598055.4535308,138,1.5824517011642456
1731598080.353904,139,1.5848735570907593
1731598099.657221,140,1.5909146070480347
1731598127.6021523,141,1.587639570236206
1731598145.5726612,142,1.586377739906311
1731598169.0842423,143,1.5875916481018066
1731598194.8399012,144,1.585034728050232
1731598215.3083804,145,1.5867969989776611
1731598243.2742355,146,1.5919721126556396
1731598262.8570805,147,1.584647536277771
1731598291.87039,148,1.5806691646575928
1731598315.8681588,149,1.5854310989379883
1731598336.4947257,150,1.586898922920227
1731598364.0802438,151,1.5858360528945923
1731598383.473452,152,1.583251953125
1731598408.8061056,153,1.5816529989242554
1731598432.7272005,154,1.584903359413147
1731598451.4826639,155,1.5852763652801514
1731598473.3526971,156,1.585843801498413
1731598493.669615,157,1.5838751792907715
1731598513.1072202,158,1.5792834758758545
1731598541.5515044,159,1.579923391342163
1731598562.5609663,160,1.578768253326416
1731598596.5687194,161,1.5771576166152954
1731598618.7149909,162,1.579917311668396
1731598640.604705,163,1.5812186002731323
1731598662.8617356,164,1.582931399345398
1731598682.0318768,165,1.5895901918411255
1731598702.6602793,166,1.5830432176589966
1731598728.2606535,167,1.5834084749221802
1731598744.4403825,168,1.5782880783081055
1731598772.273202,169,1.5874289274215698
1731598797.7088425,170,1.5778037309646606
1731598824.113995,171,1.5749022960662842
1731598849.7898874,172,1.5741121768951416
1731598869.7759838,173,1.5806013345718384
1731598900.2908957,174,1.5820975303649902
1731598918.1194756,175,1.588987112045288
1731598940.180605,176,1.5822008848190308
1731598962.1305025,177,1.5786018371582031
1731598979.5668929,178,1.5768108367919922
1731599003.132063,179,1.5812056064605713
1731599032.0309942,180,1.5799672603607178
1731599054.9745746,181,1.5785495042800903
1731599078.921871,182,1.5788205862045288
1731599097.7968817,183,1.5852913856506348
1731599117.735624,184,1.5798646211624146
1731599145.3489418,185,1.5919231176376343
1731599163.7342155,186,1.5787259340286255
1731599189.100437,187,1.5735365152359009
1731599211.1427288,188,1.5738688707351685
1731599232.950352,189,1.573937177658081
1731599255.430982,190,1.578856110572815
1731599275.9139967,191,1.5813133716583252
1731599297.4384248,192,1.578841209411621
1731599326.1402316,193,1.5806641578674316
1731599343.4108841,194,1.5738728046417236
1731599368.3672943,195,1.573132038116455
1731599393.6735332,196,1.5782623291015625
1731599414.0718336,197,1.5816431045532227
1731599438.0361357,198,1.5786775350570679
1731599456.6070209,199,1.577799916267395
1731599482.3946242,200,1.5774272680282593
1731599512.0003445,201,1.5832806825637817
1731599530.554677,202,1.5775636434555054
1731599557.3484037,203,1.5845578908920288
1731599578.7760782,204,1.5764257907867432
1731599603.6307328,205,1.5762059688568115
1731599630.5250142,206,1.5738112926483154
1731599646.733932,207,1.576164722442627
1731599669.0616283,208,1.580020546913147
1731599693.5366385,209,1.5783019065856934
1731599711.5354903,210,1.583005428314209
1731599739.116159,211,1.5785599946975708
1731599760.637199,212,1.579810619354248
1731599785.494395,213,1.5736149549484253
1731599808.043956,214,1.5707625150680542
1731599823.2395122,215,1.5732121467590332
1731599851.3154237,216,1.5737277269363403
1731599875.621615,217,1.5718910694122314
1731599896.2285185,218,1.5768933296203613
1731599919.79502,219,1.5863453149795532
1731599937.221607,220,1.5810627937316895
1731599960.5767252,221,1.5810576677322388
1731599991.0282052,222,1.5774507522583008
1731600009.4720883,223,1.575928807258606
1731600034.9109948,224,1.5797581672668457
1731600055.3656952,225,1.574763536453247
1731600078.1641073,226,1.571264624595642
1731600107.80091,227,1.5733202695846558
1731600124.9358509,228,1.5707910060882568
1731600149.7343247,229,1.5713056325912476
1731600172.5497081,230,1.5771840810775757
1731600188.190419,231,1.5757288932800293
1731600209.2623022,232,1.5783179998397827
1731600234.9745157,233,1.576213002204895
1731600260.3228738,234,1.5696637630462646
1731600289.492821,235,1.5702112913131714
1731600306.209862,236,1.5728305578231812
1731600335.4800272,237,1.5756382942199707
1731600355.3039763,238,1.576617956161499
1731600375.3776686,239,1.5798110961914062
1731600405.470721,240,1.578576922416687
1731600422.912721,241,1.5721979141235352
1731600450.0179348,242,1.5753369331359863
1731600477.7863765,243,1.5739041566848755
1731600498.8317618,244,1.575221300125122
1731600522.0376823,245,1.5760775804519653
1731600538.627388,246,1.5723227262496948
1731600557.6079288,247,1.5695728063583374
1731600581.9311469,248,1.5702143907546997
1731600600.2133894,249,1.5771138668060303
1731600624.1391149,250,1.5708012580871582
1731600644.2104237,251,1.5682095289230347
1731600663.3282418,252,1.5768415927886963
1731600693.312742,253,1.5754973888397217
1731600717.7867775,254,1.5774571895599365
1731600746.8542957,255,1.572937250137329
1731600773.8174918,256,1.571915626525879
1731600791.9914591,257,1.5767221450805664
1731600819.650012,258,1.57643461227417
1731600837.5860279,259,1.5706818103790283
1731600857.2975178,260,1.5697996616363525
1731600879.5622582,261,1.5710115432739258
1731600903.2959204,262,1.5711420774459839
1731600934.777036,263,1.571292757987976
1731600955.5403383,264,1.5697256326675415
1731600976.7578576,265,1.5718812942504883
1731601000.9813216,266,1.5769126415252686
1731601019.7076178,267,1.5755693912506104
1731601045.7105355,268,1.5727190971374512
1731601069.4875307,269,1.5721850395202637
1731601085.0750859,270,1.5702050924301147
1731601102.9342692,271,1.569421648979187
1731601123.6115432,272,1.5699185132980347
1731601140.8456645,273,1.572218894958496
1731601170.8955846,274,1.5699989795684814
1731601198.4710195,275,1.572723150253296
1731601233.6749682,276,1.576102614402771
1731601255.5385647,277,1.5727297067642212
1731601278.0418904,278,1.5718083381652832
1731601309.8683023,279,1.5694990158081055
1731601327.5364041,280,1.5704151391983032
1731601353.8458195,281,1.5769087076187134
1731601375.6378424,282,1.5751312971115112
1731601394.7467647,283,1.573147177696228
1731601424.500128,284,1.5701903104782104
1731601442.119393,285,1.5704725980758667
1731601465.4827583,286,1.568636417388916
1731601494.2191703,287,1.5698542594909668
1731601514.6151416,288,1.5693275928497314
1731601542.9571323,289,1.570540189743042
1731601562.1601596,290,1.5731371641159058
1731601588.7346046,291,1.5710498094558716
1731601611.9947915,292,1.5719789266586304
1731601631.8240514,293,1.574175477027893
1731601660.9242394,294,1.5736132860183716
1731601682.106406,295,1.5718469619750977
1731601709.0088005,296,1.5748707056045532
1731601733.6074777,297,1.5704965591430664
1731601752.5270662,298,1.5688538551330566
1731601774.434631,299,1.567601203918457
1731601796.7923021,300,1.566727876663208
1731601815.868056,301,1.568745493888855
1731601842.409921,302,1.5697708129882812
1731601861.7437403,303,1.5690215826034546
1731601900.4414263,304,1.5715608596801758
1731601920.3608425,305,1.5735641717910767
1731601952.9636517,306,1.5791386365890503
1731601977.2607565,307,1.5752395391464233
1731602000.6607969,308,1.5696723461151123
1731602026.7852824,309,1.568419337272644
1731602045.4415514,310,1.5689778327941895
1731602070.9857876,311,1.5702197551727295
1731602094.9206712,312,1.5738638639450073
1731602121.6564841,313,1.5706156492233276
1731602145.828883,314,1.5706170797348022
1731602175.1152587,315,1.5801833868026733
1731602208.6435266,316,1.573261022567749
1731602226.8947198,317,1.5717114210128784
1731602253.414679,318,1.5695756673812866
1731602276.8726954,319,1.5682778358459473
1731602299.8512118,320,1.56813383102417
1731602318.6362786,321,1.5742771625518799
1731602336.3299754,322,1.5721681118011475
1731602360.8811276,323,1.5837798118591309
1731602386.5795817,324,1.5720781087875366
1731602404.7705345,325,1.571498155593872
1731602438.4109774,326,1.5690478086471558
1731602459.3339238,327,1.570601463317871
1731602481.6181488,328,1.569199800491333
1731602508.613336,329,1.5712261199951172
1731602525.027337,330,1.5706552267074585
1731602544.9248865,331,1.5687241554260254
1731602561.7505875,332,1.5734097957611084
1731602578.6924667,333,1.5810085535049438
1731602598.6353586,334,1.577117919921875
1731602629.1917362,335,1.569338083267212
1731602648.2012918,336,1.5670218467712402
1731602673.4799542,337,1.565901517868042
1731602695.7589977,338,1.5659785270690918
1731602717.3920703,339,1.5690845251083374
1731602747.4199898,340,1.5733234882354736
1731602766.0628085,341,1.570663332939148
1731602795.9345756,342,1.5691769123077393
1731602817.6341796,343,1.568412184715271
1731602846.6564984,344,1.5673129558563232
1731602872.2686129,345,1.567049503326416
1731602895.8655143,346,1.5696314573287964
1731602925.5465517,347,1.5752818584442139
1731602942.4994137,348,1.5747463703155518
1731602969.7334318,349,1.5706355571746826
1731602994.2121027,350,1.5665122270584106
1731603012.5472913,351,1.5668277740478516
1731603038.7753792,352,1.5751339197158813
1731603058.9124177,353,1.5682191848754883
1731603093.0050461,354,1.5709092617034912
1731603114.5735738,355,1.5664359331130981
1731603140.554536,356,1.5661332607269287
1731603169.992976,357,1.5661401748657227
1731603185.9474025,358,1.5662833452224731
1731603214.201806,359,1.5678056478500366
1731603234.8482652,360,1.5687029361724854
1731603259.6575341,361,1.570341944694519
1731603282.816002,362,1.582600712776184
1731603301.7267635,363,1.5731754302978516
1731603336.0601203,364,1.571725845336914
1731603357.9064376,365,1.5668843984603882
1731603377.652363,366,1.5670415163040161
1731603410.027334,367,1.5669877529144287
1731603432.8420308,368,1.5686029195785522
1731603457.1716785,369,1.5705486536026
1731603478.1928234,370,1.5677906274795532
1731603501.345946,371,1.5711811780929565
1731603527.4559944,372,1.5791817903518677
1731603546.4115927,373,1.569103479385376
1731603573.6466205,374,1.5673725605010986
1731603597.028821,375,1.569338083267212
1731603620.2954943,376,1.5742018222808838
1731603646.3383684,377,1.5721968412399292
1731603664.2446632,378,1.571046233177185
1731603692.134404,379,1.5709370374679565
1731603715.2406669,380,1.568886637687683
1731603736.4164174,381,1.568056344985962
1731603754.3003073,382,1.5694769620895386
1731603773.1762745,383,1.5683878660202026
1731603791.125944,384,1.5663385391235352
1731603816.465652,385,1.5675346851348877
1731603835.375869,386,1.5702563524246216
1731603858.3584983,387,1.5746060609817505
1731603886.7023797,388,1.5718251466751099
1731603902.665652,389,1.5667576789855957
1731603929.0119548,390,1.5681880712509155
1731603951.0097969,391,1.5716837644577026
1731603969.5022197,392,1.5716153383255005
1731603991.712426,393,1.567506194114685
1731604014.496555,394,1.5675216913223267
1731604038.2855563,395,1.5677918195724487
1731604062.7176263,396,1.5684694051742554
1731604082.4836526,397,1.569761037826538
1731604113.9761586,398,1.5696239471435547
1731604134.9786136,399,1.5694506168365479
1731604157.0516782,400,1.5687029361724854
1731604180.7402742,401,1.5660831928253174
1731604200.4274492,402,1.5663421154022217
1731604221.5204139,403,1.5683882236480713
1731604242.332997,404,1.5689634084701538
1731604259.8072662,405,1.5679510831832886
1731604288.2502596,406,1.5723202228546143
1731604316.2788823,407,1.567030668258667
1731604342.6020067,408,1.5668647289276123
1731604371.221852,409,1.5669158697128296
1731604389.5046492,410,1.5695263147354126
1731604417.6469173,411,1.5715147256851196
1731604437.1497343,412,1.5668290853500366
1731604457.3581889,413,1.5663831233978271
1731604477.4012997,414,1.5682933330535889
1731604497.7281587,415,1.573140263557434
1731604521.1588323,416,1.5713472366333008
1731604552.1574147,417,1.5696436166763306
1731604577.4929903,418,1.5694676637649536
1731604612.503089,419,1.5666899681091309
1731604633.3389068,420,1.5662482976913452
1731604658.3246865,421,1.5652869939804077
1731604679.137905,422,1.5662555694580078
1731604701.9891977,423,1.5660691261291504
